Algorytm;Funkcja testowa;Liczba szukanych parametrów;Prawdopobieñstwo mutacji;Prawdopobieñstwo crossover;Liczba iteracji;Rozmiar populacji;Znalezione minimum;Œrednia wartoœæ znalezionych parametrów;Odchylenie standardowe znalezionych parametrów;Wartoœæ funkcji celu;Odchylenie standardowe funkcji celu
GA;Rosenbrock;10;0,1;0,9;5;40;(-0,7351129477299294, 0,9748860630000125, 1,0635244248098883, 0,6991877989117388, 1,1176819112938197, 0,37115062174825164, 0,13845898872383294, 0,29228436595003604, 0,7317727111706569, 0,1405078546014218);(-0,1942514041863575, 0,2631471833800124, 0,2730436121401373, 0,2617523081977192, 0,2776467733910507, 0,47935425959752437, 0,2033578296804177, 0,35879153128362573, 0,2785007095481883, 0,39876405344130716);(0,5151550735052508, 0,42891708419750046, 0,3792341452327972, 0,4449609780261431, 0,4259408152935281, 0,2986936591472621, 0,48841438759192285, 0,28237340511604286, 0,35001003855325047, 0,8803539832723836);225,1186112892087;472,5246487273377
GA;Rosenbrock;10;0,1;0,9;10;40;(0,880193613475574, 0,5135159273746972, 0,04623662401706241, 0,2683820382440694, 0,24100276710411603, 0,39324952772035077, 0,1581575752606173, 0,085932346438656, 0,17338678647826566, 0,011371428987245913);(-0,04115085087628052, 0,36162741057799785, 0,13695858372460862, 0,21817617591997265, 0,16759565654031516, 0,07192483297101823, 0,12669586324120735, 0,25396054622557795, 0,48368403852509906, 0,703147560104443);(0,5834310763711568, 0,3100100810200753, 0,15153001641842448, 0,24401685957997502, 0,18194697665974138, 0,19435358471661868, 0,24411785552454107, 0,22419868530654682, 0,2987063505546005, 0,6759303354841915);40,76097222774471;190,54041418770126
GA;Rosenbrock;10;0,1;0,9;20;40;(0,15027160222351182, 0,15433193113048577, -0,003768463900420722, 0,18080098425848512, -0,09934687319376202, -0,08557414828158247, 0,011371148806795378, 0,07685362894713302, 0,32588201161939495, 0,19763407524872265);(-0,03261827105864575, 0,34178631702580503, 0,15991157108412699, -0,019772592860636023, 0,09509046453835115, 0,14503262789860813, 0,2813550726996862, 0,0350546931778882, 0,3108611023564104, 0,14818760357755473);(0,4881750910676514, 0,19128180315520685, 0,09003801695414956, 0,09234807547142317, 0,13001995185171492, 0,1951390955420589, 0,10348376471039712, 0,27073440553509515, 0,22802551723323003, 0,5152851586081164);27,18626517054828;108,4573316996012
GA;Rosenbrock;10;0,1;0,9;40;40;(-0,8682580631352713, 0,7629279880898175, 0,5948519253093904, 0,385700661859305, 0,18332535071541645, 0,025079100968790548, -0,0023111143053391094, -0,021093309102444398, 0,07863974935711064, -0,008706262450273075);(0,03738703872907423, 0,2307894671170032, 0,24682188017643214, 0,19396799483240096, 0,17715484086315073, 0,10850124765201544, 0,07808031572446886, 0,2525482017928333, 0,3877707099889417, 0,5464597572165217);(0,2711785131734791, 0,13608086466880734, 0,08479105874010318, 0,06256657228783143, 0,046775873335077586, 0,07532446497837707, 0,14779217809631026, 0,2377944143462487, 0,40376821348649167, 1,1767767938243279);9,533424287123486;50,250041244131396
GA;Rosenbrock;10;0,1;0,9;60;40;(0,8603714705666303, 0,7547315614450111, 0,6006235279380592, 0,38153862469967775, 0,14709665941236366, 0,022267917313995064, 0,024546738594082337, -0,0009285417690470068, 0,0017400461844930878, 0,007984789065359155);(-0,044615742043828434, 0,40224418626923575, 0,24406987627582155, 0,20322148773783963, 0,17088126730098033, 0,20426562496594486, 0,19738795906666268, 0,13339785001866972, 0,35293219307371615, 0,32817648175436304);(0,44831406520644757, 0,12227166303713233, 0,12748120239708588, 0,09602088208747475, 0,07490263007202817, 0,086434036277354, 0,11183446675531897, 0,19712080912466615, 0,1580884904090648, 0,289909031617215);5,48031658049305;35,25129961996306
GA;Rosenbrock;10;0,1;0,9;80;40;(0,9846989529129357, 0,9492750032362068, 0,9042133369942826, 0,8274012921702067, 0,6890745205883595, 0,4691602461782453, 0,2255037184032523, 0,05398953874349723, 0,01600308901219001, -0,0029977099784573237);(0,3442873306435855, 0,4199593672411851, 0,3161694917052393, 0,25365358670581717, 0,247863367963282, 0,33299001539993694, 0,3510941224887981, 0,3406593790693694, 0,403785920390445, 0,46975347235516846);(0,30557572809746475, 0,11994253501776893, 0,12239984898092662, 0,12323371987739329, 0,1369262274345892, 0,13734021953065612, 0,15521853582845574, 0,22331300646451388, 0,2883840839997062, 0,6724003569590176);2,96256424920735;24,298612644784587
GA;Rosenbrock;10;0,1;0,9;100;40;(0,9918523601225047, 0,9778579113123664, 0,9630946437473952, 0,9503597830176862, 0,918021166196158, 0,8713767634390729, 0,7577727262193297, 0,6084116892343989, 0,38810056443669294, 0,16169343241512127);(-0,11766166510933855, 0,5074387424118819, 0,4298667468677432, 0,3799076810634134, 0,32002984982718025, 0,28517411137507354, 0,25021935873972767, 0,28968245836202855, 0,2911039130294522, 0,325671509201802);(0,5340935582633403, 0,15478527135882353, 0,13854946989170625, 0,12115925270437697, 0,13209450365835948, 0,14665379047117408, 0,1660890940164801, 0,1771972008047982, 0,24277271480143214, 0,5204085469630219);0,9398085109343828;17,375649250313135
GA;Rosenbrock;10;0,1;0,9;1000;40;(0,9954382948541424, 0,991027428707314, 0,982440432197986, 0,9652153780060932, 0,9336936062516624, 0,877450562444224, 0,7698994263450173, 0,5944349559135446, 0,3530051074563039, 0,12509488076089975);(0,46775351698334616, 0,7469554312703157, 0,5939010487119678, 0,4240435527951429, 0,2950638680611246, 0,22614292423792431, 0,17685145040351552, 0,12170884923286814, 0,06466774673499079, 0,015584033013892268);(0,5514286915514868, 0,03181416434646729, 0,06830721052308356, 0,1130785453251137, 0,1379472260677975, 0,12355149373333463, 0,08629089034141801, 0,043127488249951586, 0,012578695985868952, 0,0014482448018557261);0,6610309191747996;5,429044097716431
GA;Rosenbrock;10;0,1;0,9;5;80;(-0,6920797263594307, 0,7316389664862719, 0,6150897184218429, 0,33343160184380893, -0,042388746409629974, -0,021253738927005168, 0,6963291482989691, 0,6753579259595617, 0,5430826257678687, 1,189588239011639);(0,17620880876431663, 0,331700520218161, 0,2380859412991375, 0,45391326624627304, 0,21691695291529434, 0,17772598084952457, 0,23307205048657492, 0,4448924414413005, 0,4896658074329506, 0,9776777758644688);(0,5643245104204296, 0,3635599053483433, 0,32798993155598666, 0,3443354084355759, 0,2779855674836424, 0,3179012796551517, 0,5007901317285036, 0,44831460087414854, 0,4673751148528542, 1,0149182795015355);148,5463547023934;385,16431169016806
GA;Rosenbrock;10;0,1;0,9;10;80;(-0,7516723975966438, 0,35612136067164163, -0,0033735525712603187, 0,17251037636029307, 0,37669385903838526, 0,16464565253523694, 0,0005032605596975159, 0,4601215416687995, 0,4210856089799453, 0,37483662359065995);(-0,2061690377617988, 0,3642620079532045, 0,3066294529629975, 0,2916990109177893, 0,1983629444059582, 0,1488813511783992, 0,12212599937855417, 0,4038588461007569, 0,4200088785387928, 0,4650588630252342);(0,4967343529360912, 0,19972671127711225, 0,1638259500082376, 0,1731001705804662, 0,2546107984913883, 0,17395380034113467, 0,19024212027081258, 0,23058620226261445, 0,30869693629349626, 0,3955041265976468);58,53586046819425;113,13097836133757
GA;Rosenbrock;10;0,1;0,9;20;80;(0,9563285352979062, 0,8914168273610474, 0,7300725753880829, 0,4996477687748289, 0,32649924589827656, 0,17892271298668377, 0,005473772717286038, 0,008860295068670032, 0,017395237147538305, 0,006551170747466327);(-0,03802743989484088, 0,4580712304180392, 0,3266370985715832, 0,29894574373404503, 0,2722929934183357, 0,2301060135597705, 0,28734470706228254, 0,41879110850570767, 0,3872270139570088, 0,5010846826366274);(0,4796040710242955, 0,08595898821459912, 0,11513884024449572, 0,10426376129352226, 0,12696795156992255, 0,11290253966579215, 0,1601675177980892, 0,1445620228584623, 0,2600847295805487, 0,3553078150029512);6,208948578055884;43,44575796272575
GA;Rosenbrock;10;0,1;0,9;40;80;(-0,9788870231125602, 0,9776173264406085, 0,9705173884631514, 0,9591432016756131, 0,9195400203016278, 0,8680196116583505, 0,7675248255102164, 0,6133303998917365, 0,3835428064583519, 0,16400702504295697);(0,13002779838866133, 0,4689803554038021, 0,3593313626317116, 0,27175320834697014, 0,20679714369453245, 0,16079703270671564, 0,16846048851631726, 0,1855231761459555, 0,18767106232544087, 0,14663780482337196);(0,44934109783191234, 0,11046708087938999, 0,10011586386873252, 0,08631400599316896, 0,07670292390297635, 0,06652315667155966, 0,0616278091253513, 0,0773245015370071, 0,0841829793678595, 0,0902017089952214);4,778710488882555;16,893540889129603
GA;Rosenbrock;10;0,1;0,9;60;80;(0,975855713978627, 0,9631770302759304, 0,9124772165422786, 0,8307773331067119, 0,6825875347065545, 0,47581923393338804, 0,22970523407993648, 0,05642728700635734, 0,01089834835236118, 0,008184174528567102);(0,18848972876339917, 0,4310763760673593, 0,3009740069972147, 0,21188559854537367, 0,15305525650453927, 0,13132244453432063, 0,11388865354987902, 0,10055725245087925, 0,10559122912473991, 0,08432781816114265);(0,4066559828897317, 0,107278458707387, 0,10609841536635917, 0,09082660725835513, 0,06354284786206586, 0,04689451185176874, 0,058516684231715216, 0,06963759565386357, 0,07341196539659423, 0,0714819002399957);2,941598621407098;11,14062826948698
GA;Rosenbrock;10;0,1;0,9;80;80;(0,9999814346432632, 1,000221340760472, 1,000019833463868, 1,003325147744925, 0,9975566681189318, 0,9963864505643906, 0,9876895579833826, 0,9748520281578846, 0,9495081443362617, 0,9022353813557068);(0,27086568799517624, 0,4640567873852328, 0,3424541046889512, 0,295659156511266, 0,27821276467105066, 0,287047296806225, 0,29654617857163734, 0,3022737848970719, 0,3169816755909062, 0,34658971098724595);(0,40722263984665186, 0,12386456034715519, 0,15173575956798818, 0,15887581687781963, 0,16500030685418038, 0,17063913426953092, 0,18634539953867077, 0,20528007512643, 0,25217004387949565, 0,43906971246725285);0,01567446786456453;12,60017460230288
GA;Rosenbrock;10;0,1;0,9;100;80;(-0,9797786260716146, 0,9875013259695381, 0,9932045969510972, 0,9947438481355129, 0,9912910155553151, 0,99292797768857, 0,9913193707347899, 0,9830424755140401, 0,9668697612620504, 0,939876192317489);(0,17148423529686255, 0,49865720474382524, 0,34304546772996053, 0,2546670975892258, 0,20800991904656244, 0,17353725526348004, 0,15800937658485142, 0,15728349471919226, 0,16315437098803814, 0,1674628917880727);(0,4844469090004438, 0,0928855384885823, 0,13284031824991557, 0,13208083341819252, 0,12107936874854162, 0,11830356741297529, 0,12322806238578154, 0,13127341233892395, 0,14551206630328406, 0,19251728594896633);4,052961101396166;7,397865492968435
GA;Rosenbrock;10;0,1;0,9;1000;80;(0,9825171187904875, 0,9670998834292325, 0,9409630679030507, 0,8850339275437309, 0,7951560417252217, 0,6419213121337651, 0,42245780372243347, 0,18464033053508278, 0,040332605336121194, 0,0016099389893063224);(0,6316297518044491, 0,80971607234324, 0,6723584360786617, 0,4833309160575502, 0,2879294015960542, 0,1529457792784839, 0,0857357184684505, 0,04905264843026373, 0,027476049666788176, 0,005704311151954493);(0,4280403765328242, 0,010636861730209885, 0,026452532282575134, 0,04971562964701838, 0,06489745695867496, 0,055681623689404554, 0,034529578766570056, 0,016777682565294973, 0,00513918678258347, 0,0005772352395247995);2,1530582393869073;5,169608381078299
GA;Sphere;3;0,1;0,9;5;10;(0,44872717206472784, 0,4464445588123169, 0,08609823387962663);(-0,8236057561807015, -0,07335901431454106, -0,3126323641256536);(3,953980921947627, 5,139078447961862, 5,575885015711635);0,4080817249195231;14,716944148034049
GA;Sphere;3;0,1;0,9;10;10;(-0,4496802753514313, 0,09661492075687925, -0,5412592392523816);(0,39200324640940865, 0,2067615899704191, 0,9739720991004728);(2,292111526281375, 3,9534630839929186, 5,6237026878889695);0,504508357029064;12,420851983363892
GA;Sphere;3;0,1;0,9;20;10;(-0,16729184031128524, 0,02568412003899493, -0,1916762723994374);(-0,4763526591510871, 0,11563341544754324, 0,2969020222296811);(6,286790868628747, 1,395817637648641, 1,9838998340080995);0,0653860272578574;9,511616676723662
GA;Sphere;3;0,1;0,9;40;10;(-0,007157499737892129, -0,03625844716073688, -0,2740265315661743);(-0,5135640780512317, -0,2855479452926056, 0,3804981703700726);(2,3346926965191237, 2,0463534037066937, 2,595109000561051);0,07645644479519338;7,117411894727939
GA;Sphere;3;0,1;0,9;60;10;(0,019488206749180215, -0,0042959032325908504, 0,05679312721294597);(1,4910764335182711, -0,6155987989299281, 0,016617708080031685);(3,387343903156123, 4,264646512054225, 2,479785094625954);0,003623704285508442;12,227733694403858
GA;Sphere;3;0,1;0,9;80;10;(-0,035325400171059854, 0,3596267900150129, -0,1094215663720004);(-0,03279595902337888, 0,48970062159780187, -0,1277814276540195);(4,587871160362994, 3,8041019334626545, 1,8632686559852307);0,1425523911810498;9,99969002929517
GA;Sphere;3;0,1;0,9;100;10;(-9,072443233348187E-05, -0,00012888408716422235, -0,0009066791089854479);(-0,1509114779373204, 0,07749772809175698, 0,021271978273203995);(0,6400192714002249, 1,6049583080673109, 2,7429071904744142);8,469090372170331E-07;4,767723200537118
GA;Sphere;3;0,1;0,9;1000;10;(-1,5663506830361167E-05, -8,313509431936332E-07, 4,9807181593067975E-05);(4,259751060299119E-05, -4,230784786176778E-05, 1,899179936009428E-08);(1,7176379766282632E-08, 5,5337799050291444E-08, 1,44146401216254E-08);2,7267919288603692E-09;8,618688025224436E-08
GA;Sphere;3;0,1;0,9;5;20;(-0,15455139246327348, -0,2338874061181211, 0,1669128364175462);(-0,09300188605385566, 0,2625540777419605, 0,02897759933754605);(2,124676947655717, 1,2815899523815435, 0,9998166606007228);0,10644934661395022;4,264203078417959
GA;Sphere;3;0,1;0,9;10;20;(0,13368465530287443, 0,07990830430770202, 0,11964669514594266);(0,21201674552316147, 0,015412874676524033, 0,06481105878215608);(1,476437705948338, 1,137610495565787, 1,972054791930412);0,0385722558201268;4,406186974200803
GA;Sphere;3;0,1;0,9;20;20;(0,02266832343592616, 0,03372804247884639, -0,021496588883220865);(0,04042301353212864, 0,3959150900793476, -0,34630682281056624);(0,24960882733301637, 0,788752055910071, 1,025080220976413);0,002113537070464841;2,238580243109231
GA;Sphere;3;0,1;0,9;40;20;(-0,00257755294883064, -0,0006287895726721018, -0,004161476935227286);(0,00627557725125247, 0,2427684887585849, -0,029364945749369892);(0,5977759932384518, 0,5035609622303031, 0,46126060038967687);2,4357045813155377E-05;1,5443059001083372
GA;Sphere;3;0,1;0,9;60;20;(-3,436457278407242E-06, 0,00135902412083397, -0,0016519627687708479);(0,003622176253816683, 0,18996574906867597, 0,05349942129537737);(0,02482006645194636, 0,4775827865312081, 0,18762549963306516);4,575939359652217E-06;0,6944892290443858
GA;Sphere;3;0,1;0,9;80;20;(-9,627616783188089E-06, 0,0007322562258007901, -0,0003321150938358551);(-0,09666241437124425, -0,023223899323666978, 0,10898270828213463);(0,059586613383513766, 0,05630183424747193, 0,05950320106515343);6,465923067825404E-07;0,18838226881771503
GA;Sphere;3;0,1;0,9;100;20;(1,6000607327119672E-05, 6,821342545183455E-05, 0,00022057142727494126);(-0,17553209639139275, 0,07880193939501012, 0,16254361740726492);(1,092881150218041, 0,12179603621103707, 0,19478298892842927);5,3560845376814365E-08;1,4024288566654433
GA;Sphere;3;0,1;0,9;1000;20;(-1,3592067100381178E-06, 1,5120728371776454E-06, 2,4233167703928893E-06);(7,464932203877652E-06, -1,773451797945506E-06, 1,6656992998149214E-06);(2,4088853999566997E-09, 7,704350570167348E-10, 6,136455414688264E-10);1,0006271315210521E-11;3,6649625967656768E-09
GA;Sphere;3;0,1;0,9;5;40;(-0,013232414293745443, 0,14981655711776767, -0,1648558271897431);(0,06724319618163735, 0,06740059491917967, 0,14365345220409398);(0,4075863034515315, 0,7553032278492462, 0,5393603175642777);0,0497975413330771;1,6468381583801381
GA;Sphere;3;0,1;0,9;10;40;(0,008826762776765543, -0,03748685337749036, 2,4219794070508207E-05);(-0,03027759112690199, -0,07743726301400336, 0,052032938685418514);(0,10044958862701608, 0,047852779229732315, 0,023132982755301235);0,0014831765038611788;0,17248427201723546
GA;Sphere;3;0,1;0,9;20;40;(0,0027310502016176623, 0,002209246152952726, -0,0017635522050182366);(0,004646394244086057, 0,04347055312479418, 0,06921957346492212);(0,003251103325649726, 0,03866541938530612, 0,029418468326300216);1,5449520147916977E-05;0,07447086880450604
GA;Sphere;3;0,1;0,9;40;40;(2,0987500011944227E-05, 1,208794201107938E-05, -1,8855162921841025E-05);(0,0013935329579323223, -0,006009021917555386, 0,0052501853444526046);(0,0011709944712545628, 0,0005785017544892819, 0,00242019535709781);9,421106676237455E-10;0,004026821728361182
GA;Sphere;3;0,1;0,9;60;40;(1,1155017834526388E-05, 3,371374264491679E-05, 1,2924897322343152E-05);(-0,005031640932119199, -0,0036978392099926505, -0,036695485865500886);(0,0005128029779311262, 0,00032324598422005664, 0,02665087749781161);1,4281038368093956E-09;0,02749813024516256
GA;Sphere;3;0,1;0,9;80;40;(2,633007880763337E-07, 5,522410213106994E-06, 9,565648944602176E-07);(-0,00014236354894038862, 5,323101154258967E-05, 2,283749597550251E-05);(6,602868815300437E-08, 1,7892896606743177E-08, 8,076328968114406E-08);3,1481358264143746E-11;1,8007310259802787E-07
GA;Sphere;3;0,1;0,9;100;40;(-1,0653674167279738E-07, -5,591162693203769E-09, -1,2016801207724693E-07);(0,0001319060598149354, -0,00010129158627332661, -6,38346357763816E-05);(1,1219856009408059E-07, 1,5426435334499278E-07, 3,5764954242264474E-08);2,5821689553115598E-14;3,188505290876423E-07
GA;Sphere;3;0,1;0,9;1000;40;(3,123408842392969E-12, 1,9419228984402216E-08, 1,1490123744491175E-07);(-4,028474594236505E-07, -2,4322004703440275E-06, 1,4769573965295117E-06);(1,082654619513783E-11, 1,0373269964688883E-10, 5,07973573827865E-11);1,357940083047632E-14;1,6534806141824153E-10
GA;Sphere;3;0,1;0,9;5;80;(0,1318043310094577, -0,008580151202269737, 0,014262188946155233);(-0,09666834235817016, -0,06744745323297852, 0,03376470319273621);(0,09699499613718808, 0,10453657002288021, 0,05737343960155369);0,017649410701040338;0,2609937380171257
GA;Sphere;3;0,1;0,9;10;80;(0,018043482896910212, 0,03433838292809896, 0,0018818180134449383);(0,002341008919175222, 0,02463754587829218, -0,006046840818507098);(0,0030068578949793185, 0,003623108747358204, 0,006176747860865729);0,0015082330562035753;0,012815432051592066
GA;Sphere;3;0,1;0,9;20;80;(-6,41727154886188E-05, -0,00037687294532476887, 0,00027069630765110334);(0,0016543531796690436, -0,002520376027571276, 8,647960410544E-05);(2,050747721016636E-05, 3,7720990895908544E-05, 2,4254406848256787E-05);2,1942784530689022E-07;8,745538969197839E-05
GA;Sphere;3;0,1;0,9;40;80;(1,8663773435247072E-06, -1,387261191190466E-07, 2,2013842288872032E-06);(0,00030846508093731323, 0,00011849599599283601, 0,00012363707962711042);(1,050060691723196E-06, 3,174209792083586E-07, 1,3654628133415132E-07);8,348701847741481E-12;1,5533046893351394E-06
GA;Sphere;3;0,1;0,9;60;80;(-4,697395398389819E-10, -5,65194963267913E-09, -3,2210523685057497E-09);(-3,3304142947358504E-05, 7,4572464315043445E-06, 8,471475184236173E-06);(2,8080475760066887E-08, 9,275155611605002E-10, 2,752579031846999E-09);4,2540368246286395E-17;3,140908418901608E-08
GA;Sphere;3;0,1;0,9;80;80;(2,2056770510510964E-12, -2,9344160036517694E-12, 1,6271190640696687E-11);(5,858080428500402E-06, 1,6177176475439975E-05, 1,2065141458740294E-05);(2,177743337159912E-09, 5,007677508591162E-09, 2,098706316436335E-09);2,782274534019165E-22;9,26150658752176E-09
GA;Sphere;3;0,1;0,9;100;80;(-8,174682486323489E-13, 1,1028615976697582E-12, -1,290350593970674E-13);(1,4727742198203807E-06, 5,728518283756458E-07, 2,4581539623997687E-06);(9,969577450398513E-10, 2,5063844683522414E-09, 1,7296636430735652E-09);1,901208087690336E-24;4,979895307665078E-09
GA;Sphere;3;0,1;0,9;1000;80;(-3,1999596319412423E-09, -1,5857759675661884E-10, 6,199161029635432E-12);(1,0321318934855873E-07, -7,547050731354014E-08, 5,523055307764565E-07);(3,1821327217877982E-12, 7,267716664772362E-12, 6,30492625790702E-12);1,0264926929844106E-17;1,6238427021499752E-11
GA;Sphere;5;0,1;0,9;5;10;(-0,4708082223823311, 1,946453515452629, -0,2671633406146334, -0,07786062751307876, -1,6723895940053666);(-0,7198544522491093, 1,1939427828901863, -0,2754876338940885, 0,21004865214225443, -0,11792112375238913);(8,078348847298345, 7,05720623644182, 7,342359171133443, 4,620492102532757, 10,679066911723964);6,884667152103244;37,96620867103461
GA;Sphere;5;0,1;0,9;10;10;(-0,3765043766292575, -0,2999162408907838, 0,8290037998492805, 0,9287158126358482, -0,8013078617600664);(-1,1880940992223845, -0,047567361339419675, -0,6907980937841268, 0,3647223118145755, -0,37447054494626797);(5,507877048707307, 7,898956436357428, 4,366441813460361, 4,5584459772734, 7,394202605485884);2,423559947293944;30,40391048983551
GA;Sphere;5;0,1;0,9;20;10;(1,5672058136407852, -0,357851083506557, 0,4274027694287879, 0,22987357871294734, 0,1320277569831619);(-0,2897479058516964, 0,2739317475060033, 0,24650144140433783, 1,1045296708264527, 0,8375573159878641);(5,398844278248733, 5,40447782400217, 5,909182815132931, 2,376339746696986, 9,527431947928424);2,8371377783959923;29,32670624456112
GA;Sphere;5;0,1;0,9;40;10;(-0,6270152317855255, 0,611826507233146, 0,26541214997065404, -0,18733735260629833, -0,19222502973646682);(-0,4758983227096663, -0,9030579208228099, 0,6718518568387204, -0,1488727284161915, -0,565552185698274);(5,270861757572808, 3,4843179506461746, 3,789093942934778, 6,732207107223278, 4,963119746165023);0,9099691309349343;24,863010582785456
GA;Sphere;5;0,1;0,9;60;10;(-0,5209351972618739, 0,14733319936673517, -0,9584975340411035, -1,7995621934751622, 1,7258001803262488);(0,8972735870703987, 0,2190099509716536, 0,3054361826076263, 0,3414795833085668, 0,14759805142065158);(6,989848419092138, 4,415801883669203, 9,757990577686929, 5,255796947641423, 9,718189413069739);7,428608424744032;35,41549588002593
GA;Sphere;5;0,1;0,9;80;10;(-0,0386064736023711, -0,03780400058867221, 0,24218330861237095, -0,37030120221368445, 0,16189722868460177);(-0,058064680403761684, 0,0340581160655012, -0,11114663246849207, -0,08489184440635666, -0,3777719307408748);(3,1979918059826034, 5,287305381739095, 3,307490711189159, 1,7329207835619485, 5,348004055432472);0,2249060502516081;18,096830394201824
GA;Sphere;5;0,1;0,9;100;10;(-0,04302459564333636, -0,6432895235844946, 0,06240071228449308, 0,016664778417570338, 0,03460744564801761);(0,1630775878443236, 0,08579316126328664, -0,22458213007118416, 0,019989085675902206, -0,12111523488573181);(4,903525051283123, 1,903038792301709, 5,26317028523173, 5,2339073112861065, 5,038034461202168);0,421041766011438;21,32405246923117
GA;Sphere;5;0,1;0,9;1000;10;(0,00010292927634834113, -6,237296970941478E-07, 0,00012837750312207769, -6,2144233591584315E-06, -6,420932832924542E-05);(-0,00013492791720957955, 1,992339163792793E-05, -4,150138856632441E-05, 5,286390070954946E-05, 5,289003563906852E-05);(6,213285134991367E-07, 6,627668829019788E-08, 3,150867251783371E-08, 9,074620790670996E-08, 5,3701809587725525E-08);3,123706517836697E-08;8,463005947094611E-07
GA;Sphere;5;0,1;0,9;5;20;(0,9491401864806246, 0,3631595257220622, 0,5469376251437841, 0,7232884549685537, -0,6582844356410966);(-0,10756229060565481, 0,1224226362390777, 0,32731711680409104, 0,1713061685762682, -0,42687505785007823);(2,5007196965253033, 1,8581475370516392, 3,567342123629193, 1,6291814483970497, 1,8676953450321125);2,2883772878111848;11,197193404687324
GA;Sphere;5;0,1;0,9;10;20;(0,8186321955432415, -0,21208289721312046, -0,04146735574303051, 0,23348375108629218, 0,06295276371981444);(-0,110043942170114, -0,30464853361161504, 0,2421685146752906, 0,05181166455871318, 0,002643823326994377);(1,9637249933305605, 1,4800289792163206, 2,3190068255896645, 4,8449404807604015, 3,4994445210096763);0,7753350809438665;13,568045936037503
GA;Sphere;5;0,1;0,9;20;20;(-0,6167776123485483, 0,3041666994156905, -0,37941282720968494, -0,020342436856297393, 0,23983732484237938);(-0,5086524665542136, -0,2966646501766344, 0,006876816875698533, 0,3579098226067489, -0,12232503672134909);(2,7076512659438525, 1,0468366136425196, 2,5560036163212185, 0,9226676783915139, 1,7015617863563155);0,6748218547038589;8,977832305356376
GA;Sphere;5;0,1;0,9;40;20;(-0,0030291773234472803, -0,043871224241254995, 0,020193046672096916, 0,0550117220612749, -0,12327853409292758);(0,06654985786604976, 0,06106445177869903, -0,5292059601630701, 0,026182209322104855, 0,032779825061985755);(0,6906205939953655, 0,5553327886173003, 1,7289093915031926, 2,265632504493037, 1,1975181856295407);0,020565505897832917;6,4060895151677375
GA;Sphere;5;0,1;0,9;60;20;(-0,015838759780381927, 0,00027392436475847, -0,0045668332001697004, -0,005418411370557416, 0,00013689672045721457);(0,04188543869689715, -0,03284111251740417, 0,14297854713351182, -0,2892030144733481, 0,08823846705342973);(2,0042454763454587, 0,9438023723401249, 1,4250218139241497, 0,49118938597710154, 0,9756630220820665);0,0003011752339090825;5,66262617137049
GA;Sphere;5;0,1;0,9;80;20;(0,040359723428586736, -0,012381938539534208, -0,0033530049960941114, 0,001240775952662131, 0,007417902089561435);(-0,16343075315336425, -0,04374491552969357, -0,0005823150312596725, 0,15213757160698732, -0,16574290863022306);(0,9190727311235961, 0,49730174951352213, 0,6070383933434926, 0,8338411762064533, 0,364280601365481);0,0018500271161076723;3,139698039232367
GA;Sphere;5;0,1;0,9;100;20;(0,00042393016007276113, 0,0007701742463824962, -0,000208114878406487, 0,0003841927721008858, 0,00022175493879937082);(-0,3812027760778974, -0,048700124667074705, 0,3546151814908223, -0,055966212008405326, -0,01716542854643612);(1,160202113946705, 0,7471118552239983, 0,5153372638549714, 0,15438385446382547, 0,33600820343873655);1,0129762920407855E-06;3,044257180781431
GA;Sphere;5;0,1;0,9;1000;20;(-4,17069118449209E-06, -4,343042779361441E-06, -1,912970020143231E-06, -5,44170085766218E-07, -2,267851818388992E-06);(-4,14732771568784E-06, 6,1449337959766376E-06, -1,5452550129482445E-05, -7,206502857878747E-07, 8,99393594233377E-06);(1,0911807372950066E-09, 1,780073676815606E-10, 9,6545952732506E-10, 5,423284224862117E-10, 8,242482487362525E-09);4,5355412790143446E-11;1,0843637679654472E-08
GA;Sphere;5;0,1;0,9;5;40;(0,47434083223770784, 0,37745201400597267, 0,03641965344522094, 0,19181560452603602, -0,8538135147271682);(-0,3492740364660264, -0,0075339371081703885, 0,17890093781926497, 0,30829899937590416, 0,21397174781136416);(1,2648223592738324, 0,8916832375488734, 1,0064050308459631, 1,4296711896269592, 1,1160322802714457);1,134586383232645;5,718070232876588
GA;Sphere;5;0,1;0,9;10;40;(-0,04189655348535121, 0,05699873583835785, 0,3143782169199887, 0,17650429212720198, -0,021157454000279685);(0,07367465843162078, 0,18348125328979917, -0,30620360016368564, 0,007158548249160257, 0,004668938413461622);(0,2382681809715558, 0,3010336331702012, 0,548578721717659, 0,38446494111813934, 0,5046461977021618);0,13543924335401186;2,0110691051016896
GA;Sphere;5;0,1;0,9;20;40;(0,04981385179726632, 0,0660572431729259, -0,017314834780640838, 0,020422262414244496, 0,030494082946906247);(-0,05204619145449675, 0,1404369709964076, 0,011805570641616569, -0,02410022043274706, 0,08253589247600876);(0,24696688419842153, 0,27334565630532753, 0,10659108892202535, 0,1891662080724377, 0,15933001088663631);0,00849174060685703;0,9565935705030622
GA;Sphere;5;0,1;0,9;40;40;(-0,00641107761793789, 9,86442568999997E-05, -0,002343991453734498, -0,0033974397453318374, 0,004907345181743832);(0,034229710514647196, -0,05554309966733508, -0,058910481179841837, 0,04445362753092672, 0,2202016233753823);(0,10679388934699018, 0,046291783604711666, 0,055313037091956424, 0,06632787825391084, 0,18097741569210105);8,223057640376875E-05;0,4911108375234113
